SMILES,tasks
CC(=O)Nc1ccccn1,Lipo
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1,Lipo
Cc1cc(=O)oc2cc3c(cc12)CCCN3,Lipo
CC(C)CC(c1ccncc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,Lipo
c1ccc(-c2n[nH]c(-c3ccncc3)n2)nc1,Lipo
CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,BBBP
O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,BBBP
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccc(N(C)C)cn23)n1,Lipo
CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,BACE
CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,BBBP:ClinTox
N#Cc1c(-c2ccc(-c3ccccc3CN3CCOCC3)cc2)nc2ccncc2c1O,Lipo
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,BBBP
CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,BBBP
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,BBBP
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,Lipo
O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1,Lipo
CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(N)=O)[C@@H](O)[C@H]3O)c2n1,Lipo
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,BBBP:ClinTox:Lipo
COCCOc1cc2nccc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,Lipo
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,ClinTox
CC(C)(C)c1cc(O)n2nc(N)nc2n1,Lipo
OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,BBBP
Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3,Lipo
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,BBBP
CCC1(c2ccccc2)C(=O)NCNC1=O,BBBP:ClinTox:ESOL
Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC[NH+]1CCOCC1,BACE
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,Lipo
CCOc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,Lipo
CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,BACE
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2cn[nH]c2)C(=O)[O-])=N1,BACE
CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1C,BACE
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O.O.O.O,BBBP
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,BBBP
COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN1CCCCC1,Lipo
CNc1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)nc2c(N3CCN(C)CC3)cc(OC)cc12,Lipo
CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CSC(N)=N2)C1,BACE
COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,Lipo
FC(F)(F)CCl,BBBP:FreeSolv
Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c2ccccc21,Lipo
CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,Lipo
CSc1nc(NC(C)C)nc(NC(C)C)n1,ESOL
CC(NC(=O)c1cc(N(C)S(C)(=O)=O)cc(S(=O)(=O)CCC([NH3+])(CO)Cc2ccccc2)c1)c1ccc(F)cc1,BACE
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,FreeSolv
Cc1ccccc1C,BBBP:ESOL:FreeSolv
CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCCC(=O)N1)CC1(CCC1)O2,BACE
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ClinTox
CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,Lipo
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(O)cc(C(C)(C)C)c2)CCCCC1,BACE
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+],ClinTox
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,Lipo
Cc1ncc(CO)c(CO)c1O,ClinTox:Lipo
O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,BBBP
NS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,Lipo
COc1ccc([C@@]2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,BACE
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CC[NH+]3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,ClinTox
COc1ccc(C(=O)c2ccccc2)c(O)c1,ClinTox
CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,Lipo
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,BBBP
Nc1ccc(Cl)cc1,ESOL:FreeSolv
CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,BBBP
NC(N)=Nc1nc(-c2ccccc2)cs1,BBBP
COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,BACE
C=CCc1ccc(OC)cc1,ESOL
Brc1ccc2ccccc2c1,ESOL
CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,BBBP
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,Lipo
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Lipo
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,Lipo
CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N,BACE
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,BBBP
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,FreeSolv
COc1ccccc1-c1ccc2c(c1)C1(CC(C)(C)O2)N=C(N)N(C)C1=O,BACE
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,BACE
c1ccoc1,ESOL
CCC[C@@H]1C(C(C)=O)=C(C)N(CC(=O)OC(C)C)C(C)=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNc1cccc(F)c1,BACE
O=c1c(O)cccc2cc(O)c(O)c(O)c12,Lipo
Nc1nc(-c2ccccn2)nc(N)c1Cc1ccccc1F,Lipo
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,Lipo
CC[NH+](CC)CCCC(C)Nc1cc[nH+]c2cc(Cl)ccc12,ClinTox
O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,Lipo
CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,Lipo
C[N+](C)(C)C[C@H](O)CC(=O)[O-],ClinTox
O=C(O)[C@H](Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,Lipo
C/C(=C1/CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,BBBP
[N]=O,ClinTox
CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,Lipo
CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1,BACE
COC(=O)c1ccccc1,ESOL:FreeSolv
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(Cl)c3)sc12,Lipo
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1,Lipo
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3ccccn3)c2)o1,Lipo
O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1,Lipo
Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21,Lipo
CC(=O)OC(C)C[N+](C)(C)C,ClinTox
CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,Lipo
CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(F)ccc5c4OCO5)ncnc3c2)CC1,Lipo
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,ClinTox
C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl,Lipo
COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,BBBP
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,ClinTox
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CC[C@@H](O)C1,BBBP
CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,Lipo
Nc1nnc(Cc2ccc(Cl)cc2)s1,Lipo
O=C(OC1CC2CC3C[C@H](C1)[NH+]2CC3=O)c1c[nH]c2ccccc12,ClinTox
Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,ClinTox
COc1ccccc1CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,Lipo
CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(F)cc4F)c3c2)CC1,Lipo
Nc1nc2cc(Cl)ccc2[nH]1,BACE
C[NH2+][C@@H](C)[C@@H](O)c1ccccc1,ClinTox
CN1CCN2c3ccccc3Cn3cccc3C2C1.O=C(O)/C=C\C(=O)O,BBBP
O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,Lipo
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3Cl)ccc1O2,BACE
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Lipo
CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cccc2ccccc12,Lipo
O=c1ccnc2ccccn12,Lipo
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,ClinTox
O=C1NC(=O)C2(CCc3ccccc3C2)N1,BBBP
O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1,Lipo
O=C(Nc1ccccc1)N1CCOCC1,Lipo
CC(=O)Nc1ccccc1,ESOL
COC,FreeSolv
CCC(N)=O,FreeSolv
CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,Lipo
O=[N+]([O-])c1ccccc1Cl,ESOL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,Lipo
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,BBBP
CCN(CC)C(=O)N1CC[NH+](C)CC1,ClinTox
CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)NC(C(O)C[NH2+]Cc1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,BACE
OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21,BBBP
Cc1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,Lipo
CCOCCn1c(N2CCC[NH+](C)CC2)nc2ccccc21,ClinTox
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,ESOL
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,ESOL
O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,Lipo
CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,BACE
NC1=N[C@@]2(c3cccc(-c4cncc(Cl)c4)c3)CCCC[C@H]2O1,BACE
O=C(Cc1ccc(O)cc1)c1ccc(O)cc1O,Lipo
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,BBBP:Lipo
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2F)CC1,Lipo
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,ESOL
C#C,ESOL
Cc1nc(C)c(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)s1,Lipo
NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,BBBP
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Lipo
O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,Lipo
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,Lipo
CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,BBBP
CS(=O)(=O)O.Nc1ncnc2c1ncn2CCOC[P@@]1(=O)OCC[C@@H](c2cccc(Cl)c2)O1,ClinTox
Nc1c(C(=O)c2cccc(OC[C@H](O)CO)c2)cnn1-c1ccc(F)cc1,Lipo
Cc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,BACE
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,BBBP
CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,Lipo
CN1C[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1,BBBP
C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,Lipo
O=C(O)c1cn(Cc2ccccc2)c2ccccc12,Lipo
Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,Lipo
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,BBBP
CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1,Lipo
CCCC1CCCC1,ESOL:FreeSolv
Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C(C)C,Lipo
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,Lipo
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBBP
COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,BACE
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)C[NH2+]2)c1,BACE
Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,Lipo
CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,Lipo
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,ClinTox
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21,ClinTox
CC(C)CCNCC1COc2ccccc2O1,BBBP
CCCCC(CC)CNC(=O)CC(C)O,BBBP
CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CC[NH+](C(C)C)C(C)C)c1ccccc1,ClinTox
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,BBBP
CCOCCOC(C)=O,FreeSolv
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccccc2)CCCCC1,BACE
O=C(OCc1ccc(Br)cc1)C1CC2(C[NH2+]1)C(=O)Nc1ccccc12,BACE
COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1,Lipo
O=C(Nc1ccc(O)cc1)c1ccc(O)cc1,Lipo
Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,BACE
c1ccc(-c2ccc3ccccc3n2)cc1,Lipo
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,Lipo
CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,BBBP
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CC[NH+](CC)CC4)ccc3OCC)[nH]n12,ClinTox
CS(=O)(=O)c1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,Lipo
COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2,BACE
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,Lipo
O=C(Nc1ccc(N2CCOCC2)cn1)c1nnc(Nc2ccccc2F)o1,Lipo
Cc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C4CC4)C3)CC2)cc1Cl,Lipo
C=C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,ClinTox
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,BBBP
CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,Lipo
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ncc(C(C)(C)C)o2)CC1,BACE
CCC1(C)C(=O)NC(=O)NC1=O,ESOL
COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,Lipo
C[NH+]1CCC(CN2c3ccccc3Sc3ccccc32)C1,ClinTox
CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1,Lipo
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,BBBP
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,Lipo
COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,Lipo
C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,BBBP
COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1,BACE
CC(=O)c1cc2ccc(O)cc2oc1=O,Lipo
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(Nc2ccccc2F)o1,Lipo
Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,Lipo
O=S(=O)(CCOCCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12,Lipo
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,BBBP:Lipo
CCCCOc1ccc(OCCC[NH+]2CCOCC2)cc1,ClinTox
CCC(=O)O,FreeSolv
O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,Lipo
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,ESOL
CCOc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,Lipo
Cc1ccc(Br)cc1,ESOL:FreeSolv
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,Lipo
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],BBBP
COc1cc(CO)cc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,Lipo
Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,BBBP
CCn1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,BACE
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ClinTox
Cc1nn(C2CCN(C)CC2)cc1-c1cnc(N)c(-c2nc3ccccc3o2)c1,Lipo
CC[C@H](NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,BBBP
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,Lipo
CC(C)N1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,Lipo
Cc1ccc(-n2[nH]c(C)c(N/N=C3\C=CC=C(c4cccc(C(=O)[O-])c4)C3=O)c2=O)cc1C,ClinTox
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,Lipo
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,ESOL
CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,ClinTox
Nc1nc(-c2ccccc2)ns1,Lipo
CN(C)C(=O)c1ccc([N+](=O)[O-])cc1,FreeSolv
CC(C)[NH2+]CC(O)COc1ccc(COCCOC(C)C)cc1,ClinTox
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,Lipo
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(Cc3ccccc3)CC2)CC1,Lipo
Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,Lipo
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC([NH3+])C[NH2+]2)C1=O,BACE
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,BBBP:ClinTox
CNCCC=C1c2ccccc2C2CC2c2ccccc21,BBBP
CCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1,Lipo
Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,Lipo
Cc1cc(Cl)ccc1N1CCN(C(=O)COCc2ccncc2)CC1,Lipo
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,Lipo
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1,Lipo
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(O)CC1,BACE
CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,Lipo
O=C1/C(=N\O)c2ccccc2N1Cc1ccccc1[N+](=O)[O-],Lipo
COc1ccc(Cl)cc1,ESOL
COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3)ccc1O2,BACE
CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,Lipo
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1,Lipo
[NH3+][C@@H]1CC1c1ccccc1,ClinTox
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,ClinTox:ESOL
COC(=O)c1ccc([N+](=O)[O-])cc1,FreeSolv
NC(=O)N1c2ccccc2C2OC2c2ccccc21,BBBP
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,BBBP
COc1cc(F)ccc1-c1cncc(CNC(=O)c2cnccn2)c1,Lipo
CN1C(=O)C(c2cccc(NC(=O)c3ccc4c(c3)OCO4)c2)(C2CCCCC2)N=C1N,BACE
CN(CC(F)(F)F)c1ccccc1,FreeSolv
Cc1ccc(C)c(O)c1,FreeSolv
O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,Lipo
C=CCSS(=O)CC=C,ESOL
O=C1O[C@@H](COc2ccon2)CN1c1ccc(C2=CCOCC2)c(F)c1,Lipo
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,BBBP
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3cccc(C#N)c3)C[NH2+]2)C1=O,BACE
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2ccccc2C(=O)O)c1=O)C(=O)C(F)(F)F,Lipo
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,Lipo
O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO,Lipo
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,ClinTox
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2[NH2+]CCN(Cc3ccccc3)C2=O)c1,BACE
CCCOCc1cccc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)c1,BACE
COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO,Lipo
