,SMILES,tasks,BRICS
3662,O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,Lipo,"{'[5*]N[5*]', '[14*]c1nnc([14*])o1', '[16*]c1ccc([16*])cc1', '[5*]N1CCOCC1', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
3663,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBBP,"{'[1*]C(=O)CCC', '[15*]C1([15*])CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C', '[3*]O[3*]', '[1*]C(C)=O', '[4*]CC([6*])=O', '[4*][C@]1([15*])CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C'}"
3664,N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,Lipo,"{'[16*]c1cccc([16*])c1', '[14*]c1nn[nH]n1', '[16*]c1cccc(C#N)c1'}"
3665,CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)C[4*]', '[4*]CC', '[14*]c1cc(=O)c2cccc([16*])c2o1', '[5*]N1CCOCC1', '[16*]c1ccc([16*])c([16*])c1', '[3*]O[3*]'}"
3666,CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,BBBP,"{'[5*]NC', '[14*]c1nc([14*])c([16*])c(Cl)n1', '[5*]N1CCN(C)CC1', '[11*]SC'}"
3667,[NH3+]CCC[NH2+]CCSP(=O)([O-])[O-],ClinTox,"{'[4*]CC[4*]', '[5*][NH2+][5*]', '[4*]CCC[NH3+]', '[11*]SP(=O)([O-])[O-]'}"
3668,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Lipo,"{'[8*]CO', '[3*]OC', '[9*]n1cnc2c([14*])nc(N)nc21', '[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H]1O'}"
3669,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)CC(Cc3cc(F)c(N)c(OC(CO)C(F)(F)F)c3)C2O)c1,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[5*][NH2+][5*]', '[4*]C(CO)C(F)(F)F', '[8*]C[8*]', '[3*]O[3*]', '[15*]C1CS(=O)CC([15*])C1O', '[16*]c1cc([16*])c(N)c(F)c1', '[8*]C(C)(C)C'}"
3670,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,Lipo,"{'[4*]CC[4*]', '[16*]c1ccc([16*])cc1', '[8*]CC([8*])([8*])O', '[3*]O[3*]', '[4*]CC', '[16*]c1ccc(C)cc1', '[16*]c1ccc(Cl)cc1', '[5*]N([5*])[5*]'}"
3671,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,BBBP:ClinTox,"{'[16*]c1ccc(O)cc1', '[7*]C([8*])CC'}"
3672,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,Lipo,"{'[8*]CC(C)C', '[16*]c1c[nH]c2ccccc12', '[8*]C[8*]', '[1*]C([6*])=O', '[5*]N1CC[C@@H](O)C1', '[9*]n1c(=O)n(C)c(=O)c2c([16*])c([14*])sc21'}"
3673,COc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,Lipo,"{'[5*]N[5*]', '[16*]c1ccccc1[16*]', '[3*]OC', '[4*]C[8*]', '[1*]C([6*])=O', '[15*]C12CC3CC(CC(C3)C1)C2'}"
3674,Cc1cccnc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,BACE,"{'[5*]N[5*]', '[4*]CCC(C)(C)C', '[1*]C(=O)C(C)C[8*]', '[16*]c1ccc2nc(N)c([16*])cc2c1', '[14*]c1ncccc1C'}"
3675,Clc1ccc([C@@H]2[C@H]3CC[C@@H](C3)C23CCC(N2CCOCC2)=N3)cc1,BBBP,"{'[15*][C@@H]1[C@H]2CC[C@@H](C2)C12CCC(N1CCOCC1)=N2', '[16*]c1ccc(Cl)cc1'}"
3676,O=C(CSc1nccn(-c2ccc(F)c(F)c2)c1=O)NC1CCCC1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)C[4*]', '[11*]S[11*]', '[9*]n1ccnc([14*])c1=O', '[15*]C1CCCC1', '[16*]c1ccc(F)c(F)c1'}"
3677,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,BBBP,"{'[7*]C[8*]', '[7*]C[C@@H](O)CCCCC', '[8*]CCCCCCC(=O)O', '[15*][C@H]1[C@H](O)CC(=O)[C@@H]1[15*]'}"
3678,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]([C@H](Cl)C[C@@H]3Cl)[C@@]1(Cl)C2(Cl)Cl,FreeSolv,{'ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]([C@H](Cl)C[C@@H]3Cl)[C@@]1(Cl)C2(Cl)Cl'}
3679,Cc1cnc2cncnc2n1,ESOL,{'Cc1cnc2cncnc2n1'}
3680,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,ESOL,"{'[5*]N[5*]', '[14*]c1nc([14*])nc(Cl)n1', '[4*]CC', '[4*]C(C)C', '[5*]N([5*])[5*]'}"
3681,CC(C)(C)c1ccc(C[NH+]2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,ClinTox,"{'[4*]C[8*]', '[16*]c1ccc([16*])cc1', '[16*]c1ccc(Cl)cc1', '[16*]c1ccccc1', '[8*]C(C)(C)C', '[5*]N1CC[NH+]([5*])CC1', '[4*]C([8*])[8*]'}"
3682,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,Lipo,"{'[5*]N[5*]', '[1*]C(=O)C(C)(C)N', '[12*]S(C)(=O)=O', '[4*]C[8*]', '[5*]N1CCC2(CC1)CN([5*])c1ccccc12', '[16*]c1ccccc1', '[3*]O[3*]', '[1*]C(=O)[C@H]([4*])C[4*]'}"
3683,Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,Lipo,"{'[5*]N[5*]', '[4*]CC[4*]', '[14*]c1ncc([16*])c([14*])n1', '[14*]c1ccc(C#N)cn1', '[14*]c1nc(C)c[nH]1', '[16*]c1ccc(Cl)cc1Cl'}"
3684,CC(C)Cc1ccc(C(C)C(=O)O)cc1,BBBP,"{'[8*]CC(C)C', '[16*]c1ccc([16*])cc1', '[8*]C(C)C(=O)O'}"
3685,C1CC1,BBBP:FreeSolv,{'C1CC1'}
3686,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,Lipo,"{'[4*]C[8*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[8*]C[8*]', '[16*]c1cnc(N)nc1N', '[16*]c1ccc([16*])c([16*])c1', '[3*]O[3*]'}"
3687,C[C@H]1O[C@@H](n2cnc3c(N)nc(OC4CC5CC5C4)nc32)[C@H](O)[C@@H]1O,Lipo,"{'[13*][C@@H]1O[C@H](C)[C@@H](O)[C@H]1O', '[15*]C1CC2CC2C1', '[3*]O[3*]', '[9*]n1cnc2c(N)nc([14*])nc21'}"
3688,CC(C)C(NC(=O)Cn1c(-c2cc(F)cc(F)c2)ncc(N)c1=O)C(=O)C(F)(F)F,Lipo,"{'[5*]N[5*]', '[9*]n1c([14*])ncc(N)c1=O', '[16*]c1cc(F)cc(F)c1', '[1*]C(=O)C[8*]', '[4*]C(C(=O)C(F)(F)F)C(C)C'}"
3689,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O,Lipo,"{'[5*]N1CCC[C@H]([15*])C1', '[9*]n1cc(C)c(=O)[nH]c1=O', '[16*]c1ccc(Cl)cc1', '[3*]O[3*]', '[12*]S(=O)(=O)c1ccc(O)c([16*])c1'}"
3690,CNc1ncc(C(=O)c2ccccc2)s1,Lipo,"{'[6*]C([6*])=O', '[5*]NC', '[16*]c1ccccc1', '[14*]c1cnc([14*])s1'}"
3691,O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O,BBBP,{'O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O'}
3692,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)[NH+]=C(N)N3CCCN=C32)cc1,BACE,"{'[16*]c1cccc([16*])c1', '[3*]OC', '[13*]C1([13*])[NH+]=C(N)N2CCCN=C21', '[16*]c1ccc([16*])cc1', '[16*]c1cccnc1F'}"
3693,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,ClinTox,"{'[8*]CC', '[15*][C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@]2(O)C#C'}"
3694,CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(Cl)cc21,BACE,"{'[5*]N[5*]', '[1*]C(C)=O', '[5*][NH2+]C1CC2(CCC2)Oc2ncc(Cl)cc21', '[4*]CC(O)C([4*])C[8*]', '[16*]c1ccccc1'}"
3695,O=C1[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C=C[C@H]43)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,BBBP,"{'[4*]CCCC[8*]', '[14*]c1ncccn1', '[10*]N1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C=C[C@H]43)[C@@H]2C1=O', '[5*]N1CCN([5*])CC1'}"
3696,OCC[C@]1(c2cc3ccccc3o2)CCCNC1,Lipo,"{'[14*]c1cc2ccccc2o1', '[8*]CCO', '[15*]C1([15*])CCCNC1'}"
3697,C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,BBBP,"{'[5*]N[5*]', '[6*]C([6*])=O', '[1*]C(=O)C[4*]', '[5*]N([5*])C', '[16*]c1ccc(Cl)cc1[16*]', '[4*]CC(=C)C', '[16*]c1ccccc1'}"
3698,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,Lipo,"{'[6*]C(=O)C([8*])O', '[16*]c1ccc(F)cc1'}"
3699,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,ClinTox,"{'[4*]CCC[4*]', '[5*][NH+](C)C', '[5*]N1c2ccccc2CCc2ccc(Cl)cc21'}"
3700,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,ESOL,"{'[4*]C[8*]', '[4*]C([8*])C#N', '[8*]CO', '[13*]C1OC([13*])C(O)C(O)C1O', '[3*]O[3*]', '[16*]c1ccccc1'}"
3701,C1CNC1,FreeSolv,{'C1CNC1'}
3702,O=[N+]([O-])c1cccc(Cl)c1,ESOL,{'O=[N+]([O-])c1cccc(Cl)c1'}
3703,CN(C)CCCN1c2ccccc2Sc2cccnc21,BBBP,"{'[5*]N(C)C', '[4*]CCC[4*]', '[5*]N1c2ccccc2Sc2cccnc21'}"
3704,CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,Lipo,"{'[8*]CC(C)C', '[16*]c1cccc2ccccc12', '[9*]n1cc2c(=O)n(C)c(=O)n([9*])c2c1', '[8*]C[8*]'}"
3705,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cnccn3)c2)N=C1N,BACE,"{'[16*]c1cccc([16*])c1', '[16*]c1ccncc1', '[14*]c1cnccn1', '[13*]C1([13*])N=C(N)N(C)C1=O'}"
3706,O=C(Nc1cccc(Cl)c1)OCC#CCCl,ESOL,"{'[5*]N[5*]', '[1*]C([1*])=O', '[16*]c1cccc(Cl)c1', '[3*]O[3*]', '[4*]CC#CCCl'}"
3707,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,ClinTox,"{'[5*]N[5*]', '[8*]CC(N)=O', '[13*]C1CSSCC([NH3+])C(=O)NC([13*])C(=O)NC([13*])C(=O)NC([13*])C(=O)NC([13*])C(=O)N1', '[16*]c1ccccc1', '[8*]C[8*]', '[4*]CC(N)=O', '[16*]c1ccc(O)cc1', '[8*]CCC(N)=O', '[5*]N1CCCC1[13*]', '[1*]C([6*])=O', '[1*]C(=O)C([4*])CCCC[NH3+]'}"
3708,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)CC1,Lipo,"{'[5*]N[5*]', '[15*][C@H]1CC[C@H]([15*])CC1', '[1*]C([1*])=O', '[5*]N(C)C', '[16*]c1ccc(Cl)c(Cl)c1', '[4*]CC[8*]', '[5*]N1CCN([5*])CC1'}"
3709,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,Lipo,"{'[5*]N[5*]', '[16*]c1cccc(Br)c1', '[14*]c1nc(N)nc2[nH]cnc12'}"
3710,FC(F)(F)c1nnc2ccc(N3CCCCCC3)nn12,Lipo,"{'[8*]C(F)(F)F', '[14*]c1ccc2nnc([14*])n2n1', '[5*]N1CCCCCC1'}"
3711,[NH3+]CCCC([NH3+])(C(=O)[O-])C(F)F,ClinTox,{'[NH3+]CCCC([NH3+])(C(=O)[O-])C(F)F'}
3712,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,ESOL,"{'[15*]C1([15*])C(=O)NC(=O)NC1=O', '[16*]c1ccccc1', '[8*]CC=C'}"
3713,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Lipo,"{'[14*]c1ccccn1', '[16*]c1ccccc1[16*]', '[11*]S[11*]', '[7*]C[8*]', '[14*]c1n[nH]c2cc([16*])ccc12', '[5*]NC', '[1*]C([6*])=O'}"
3714,CN(C)C(=O)Nc1ccc(Cl)cc1,ESOL,"{'[1*]C([1*])=O', '[5*]N(C)C', '[5*]N[5*]', '[16*]c1ccc(Cl)cc1'}"
3715,COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[3*]OC', '[14*]c1cncc([14*])n1', '[15*]C1CC1', '[16*]c1ccc(F)cc1[16*]'}"
3716,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,Lipo,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([4*])C', '[16*]c1ccccc1', '[3*]O[3*]', '[1*]C(=O)[C@@H]([4*])CC[8*]', '[4*]CC', '[5*]N1[C@H]([13*])C[C@@H]2CCC[C@@H]21', '[6*]C(=O)O'}"
3717,CCCCNCC1COc2ccccc2O1,BBBP,"{'[4*]CCCC', '[4*]C[8*]', '[13*]C1COc2ccccc2O1', '[5*]N[5*]'}"
3718,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,Lipo,"{'[5*]N[5*]', '[16*]c1ccccc1[16*]', '[4*]C[8*]', '[3*]OC', '[13*][C@@H]1NCCC[C@@H]1[15*]', '[16*]c1ccccc1'}"
3719,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,ESOL,"{'[15*]C1CCC2(C)C(CCC3C2CCC2(C)C(C4=CC(=O)OC4)CCC32O)C1', '[13*]C1CC(O)C(O)C(C)O1', '[13*]C1CC(O)C([15*])C(C)O1', '[3*]O[3*]'}"
3720,Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[1*]C([6*])=O', '[16*]c1cccc(N)c1Cl', '[15*]C12CC3CC(CC(C3)C1)C2'}"
3721,NC(N)=[NH+]Cc1cccc([131I])c1,ClinTox,"{'[8*]C[NH+]=C(N)N', '[16*]c1cccc([131I])c1'}"
3722,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,Lipo,"{'[5*]N[5*]', '[6*]C(N)=O', '[16*]c1cccc([16*])c1', '[3*]OC', '[16*]c1cccc(S(=O)(=O)c2cc(C)c3ncc([16*])c([16*])c3c2)c1', '[5*]N(C)C', '[1*]C([6*])=O'}"
3723,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,BBBP,"{'[5*]N1c2ccccc2C(c2ccccc2)=Nc2cccnc21', '[5*]N(C)C', '[4*]CCC[4*]'}"
3724,Cc1cc(C)nc(N)c1,Lipo,{'Cc1cc(C)nc(N)c1'}
3725,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,BBBP,"{'[16*]c1ccccc1[16*]', '[3*]OC', '[3*]O[3*]', '[16*]c1cc([16*])c([16*])c([16*])c1', '[4*]CC(O)C[4*]', '[5*]N1CCN([5*])CC1'}"
3726,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCF)c2)N=C1N,BACE,"{'[16*]c1ccc([16*])cc1', '[16*]c1cccc(C#CCCF)c1', '[13*]C1([13*])N=C(N)N(C)C1=O', '[3*]OC(F)F'}"
3727,CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,Lipo,"{'[8*]CC(C)C', '[5*]N1CCC1', '[16*]c1ccccc1[16*]', '[1*]C([6*])=O', '[8*]C[8*]', '[8*]C(F)(F)F', '[9*]n1c(=O)[nH]c(=O)c2c([16*])c([14*])sc21'}"
3728,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccccc21,Lipo,"{'[8*]CCC(=O)O', '[7*]C[8*]', '[14*]c1[nH]cc([16*])c1C', '[7*]C1C(=O)Nc2ccccc21'}"
3729,CC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)[C@@H](CN2CC[C@H](O)C2)C1,BBBP,"{'[16*]c1cccc([N+](=O)[O-])c1', '[5*]N1CCN([5*])[C@@H]([13*])C1', '[4*]C[8*]', '[1*]C(C)=O', '[5*]N1CC[C@H](O)C1', '[1*]C(=O)C[8*]'}"
3730,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)c1,BACE,"{'[5*]N[5*]', '[16*]c1cc([16*])cc([16*])c1', '[16*]c1cccc([16*])c1', '[3*]OC', '[5*][NH2+][5*]', '[4*]C[8*]', '[4*]C[C@H](O)[C@@H]([4*])C[8*]', '[16*]c1cc(F)cc(F)c1', '[5*]N1CCCCS1(=O)=O', '[1*]C([6*])=O', '[6*]C(C)=O'}"
3731,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,ESOL,"{'[8*]C(CC)C([8*])CC', '[16*]c1ccc(O)cc1'}"
3732,C=CCC=C,ESOL:FreeSolv,{'C=CCC=C'}
3733,CC(C)CCCC(C)/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12,Lipo,"{'[8*]C[8*]', '[16*]c1ccccc1', '[9*]n1cc/c(=N\\C(C)CCCC(C)C)c2ccc(Cl)cc21'}"
3734,Oc1nc2ccccc2c(O)c1-c1ccccc1,Lipo,"{'[16*]c1c(O)nc2ccccc2c1O', '[16*]c1ccccc1'}"
3735,CC(=O)N(C)c1ccccc1,Lipo,"{'[16*]c1ccccc1', '[1*]C(C)=O', '[5*]N([5*])C'}"
3736,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,BACE,"{'[5*]N[5*]', '[13*][C@@]1(C)N=C(N)OCC1(F)F', '[16*]c1ccc(F)c([16*])c1', '[14*]c1ccc(C#N)cn1', '[1*]C([6*])=O'}"
3737,O=c1[nH]cc(Br)c(=O)[nH]1,FreeSolv,{'O=c1[nH]cc(Br)c(=O)[nH]1'}
3738,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,Lipo,"{'[5*]NC', '[14*]c1nc2ccc(O)cc2s1', '[16*]c1ccc([16*])cc1'}"
3739,NC(=[NH2+])NC(=O)c1nc(Cl)c(N)nc1N,ClinTox,"{'[1*]C([6*])=O', '[14*]c1nc(Cl)c(N)nc1N', '[5*]NC(N)=[NH2+]'}"
3740,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,BBBP:Lipo,"{'[5*]N[5*]', '[16*]c1cccc(Cl)c1', '[4*]C(C)(C)C', '[4*]C(C)C([6*])=O'}"
3741,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,BBBP,"{'[13*]C1OC([13*])C(O)C(N)C1O', '[8*]CO', '[15*]C1C(N)CC(N)C([15*])C1O', '[8*]CN', '[13*]C1CCC(N)C([13*])O1', '[3*]O[3*]'}"
3742,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,Lipo,"{'[5*]N1CCC([15*])CC1', '[16*]c1ccccc1[16*]', '[4*]C[8*]', '[16*]c1ccc(Cl)c(Cl)c1', '[3*]O[3*]', '[6*]C(=O)O'}"
3743,CO/N=C(\C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,BACE,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[12*]S(C)(=O)=O', '[3*]OC', '[5*][NH2+][5*]', '[4*]C[8*]', '[5*]N([5*])C', '[16*]c1cc(F)cc(F)c1', '[16*]c1cc([16*])cc(/C(C)=N/OC)c1', '[4*]C[C@H](O)C([4*])C[8*]', '[1*]C([6*])=O'}"
3744,Cc1cc(NCc2ccccc2)nc2ccccc12,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[14*]c1cc(C)c2ccccc2n1', '[16*]c1ccccc1'}"
3745,C#CC[NH2+]C[C@@H](O)C(Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)O2,BACE,"{'[5*]N[5*]', '[4*]C[C@@H](O)C([4*])C[8*]', '[8*]CC', '[5*][NH2+][5*]', '[16*]c1cc2c3c(c1)c([16*])cn3CCS(=O)(=O)O2', '[4*]CC#C', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
3746,O=C(NCCNC(=O)c1cn(-c2ccccc2)nc1C(F)(F)F)c1ccc(Cl)cn1,Lipo,"{'[5*]N[5*]', '[4*]CC[4*]', '[1*]C([6*])=O', '[8*]C(F)(F)F', '[9*]n1cc([16*])c([14*])n1', '[14*]c1ccc(Cl)cn1', '[16*]c1ccccc1'}"
3747,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,BBBP:ClinTox,{'C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O'}
3748,COc1cc(O)ccc1/C=C1\CCCN=C1c1cccnc1,Lipo,"{'[7*]C1CCCN=C1c1cccnc1', '[7*]C[8*]', '[16*]c1ccc(O)cc1[16*]', '[3*]OC'}"
3749,CO[C@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,Lipo,"{'[4*]C[8*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[5*]N([5*])C', '[1*]C(=O)C[8*]', '[5*]N1CC[C@@H]([15*])[C@@H]([15*])C1', '[8*]C(F)(F)F', '[9*]n1cnnn1'}"
3750,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2csc(C(C)C)c2)CCCCC1,BACE,"{'[5*]N[5*]', '[5*][NH2+][5*]', '[16*]c1cc(F)cc(F)c1', '[8*]C(C)C', '[1*]C(C)=O', '[14*]c1cc([16*])cs1', '[4*]CC(O)C([4*])C[8*]', '[4*]C1([15*])CCCCC1'}"
3751,CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,BBBP,"{'[6*]C(=O)CO', '[4*][C@]1([15*])CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C', '[3*]O[3*]', '[1*]C(=O)CCCC', '[15*]C1([15*])CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C'}"
3752,CCCCCCBr,ESOL:FreeSolv,{'CCCCCCBr'}
3753,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(F)cc(C(C)(C)C)c2)CCCCC1,BACE,"{'[5*]N[5*]', '[5*][NH2+][5*]', '[16*]c1cc(F)cc(F)c1', '[16*]c1cc([16*])cc(F)c1', '[1*]C(C)=O', '[4*]CC(O)C([4*])C[8*]', '[8*]C(C)(C)C', '[4*]C1([15*])CCCCC1'}"
3754,[Cl].c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1,BBBP,"{'[9*]n1cc([16*])c2ccccc21', '[8*]CC[8*]', '[8*]C[8*]', '[16*]c1ccncc1', '[16*]c1ccccc1'}"
3755,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(F)ccn23)n1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[14*]c1cnc2cc(F)ccn12', '[14*]c1ncc(Cl)c([14*])n1', '[1*]C(C)=O', '[16*]c1ccc([16*])c([16*])c1', '[5*]N1CCN([5*])CC1'}"
3756,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,BBBP:ClinTox:ESOL:Lipo,{'O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1'}
3757,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ESOL,{'ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl'}
3758,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCCc2ccccc2)C1)C1CCCCC1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)[C@@H]([4*])C', '[5*]N1CCC[C@H]([15*])C1', '[4*]CCC[8*]', '[5*]NC', '[1*]C(=O)[C@@H]([4*])[8*]', '[15*]C1CCCCC1', '[16*]c1ccccc1'}"
3759,CCOc1ccc2ccc(=O)oc2c1,Lipo,"{'[4*]CC', '[3*]O[3*]', '[16*]c1ccc2ccc(=O)oc2c1'}"
3760,Cc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,Lipo,"{'[5*]N[5*]', '[14*]c1ccccn1', '[4*]C[8*]', '[16*]c1ccc(C)c([16*])c1', '[16*]c1ccc([16*])cc1', '[3*]O[3*]', '[8*]C(F)(F)F', '[14*]c1cc([14*])[nH]n1', '[1*]C([6*])=O'}"
3761,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,BBBP,"{'[13*]C12OC(C)=CC(=O)N1CC(=O)N(C)c1ccc(Cl)cc12', '[16*]c1ccccc1'}"
